OrderID,Region,Segment,ShipMode,Category,SubCategory,Sales,Quantity,Discount,Profit,OrderYear,State
ORD-10997,West,Consumer,Second Class,Technology,Phones,30.78,4,0.0,9.55,2020,New York
ORD-10998,South,Consumer,Standard Class,Furniture,Tables,1548.74,7,0.0,375.22,2021,Illinois
ORD-10999,East,Home Office,First Class,Office Supplies,Binders,928.13,6,0.3,114.86,2022,New York
ORD-11000,West,Consumer,Standard Class,Furniture,Furnishings,465.91,3,0.1,53.93,2021,Washington
ORD-11001,East,Consumer,Standard Class,Furniture,Chairs,1739.58,7,0.2,306.82,2023,Washington
ORD-11002,South,Corporate,Standard Class,Technology,Machines,59.69,1,0.0,16.97,2025,Illinois
ORD-11003,Central,Consumer,Same Day,Technology,Copiers,699.07,2,0.0,68.34,2023,California
ORD-11004,Central,Home Office,Second Class,Office Supplies,Binders,1630.04,8,0.2,485.25,2023,Illinois
ORD-11005,East,Consumer,Same Day,Technology,Accessories,557.98,8,0.0,-37.58,2023,Florida
ORD-11006,West,Consumer,Same Day,Office Supplies,Binders,267.68,5,0.1,40.3,2025,Washington
ORD-11007,Central,Home Office,Second Class,Office Supplies,Binders,1862.29,4,0.3,648.02,2025,Texas
ORD-11008,South,Home Office,Second Class,Office Supplies,Storage,584.78,1,0.1,147.81,2019,Texas
ORD-11009,South,Consumer,Standard Class,Technology,Machines,1462.66,3,0.1,239.03,2020,Illinois
ORD-11010,East,Home Office,Same Day,Technology,Phones,464.67,1,0.3,56.49,2022,Texas
ORD-11011,South,Corporate,Standard Class,Furniture,Chairs,598.98,1,0.1,148.13,2020,Illinois
ORD-11012,Central,Home Office,First Class,Office Supplies,Binders,1563.47,6,0.3,427.36,2020,Texas
ORD-11013,South,Corporate,Same Day,Furniture,Bookcases,525.36,9,0.0,75.74,2020,Washington
ORD-11014,South,Home Office,Same Day,Technology,Phones,244.51,1,0.2,30.6,2019,Washington
ORD-11015,West,Corporate,Same Day,Office Supplies,Paper,747.0,4,0.3,-24.92,2021,Florida
ORD-11016,East,Corporate,Standard Class,Furniture,Bookcases,1834.95,4,0.0,371.21,2019,California
ORD-11017,Central,Consumer,Standard Class,Technology,Phones,988.68,8,0.3,226.22,2022,Washington
ORD-11018,Central,Corporate,Standard Class,Furniture,Bookcases,114.72,2,0.0,-5.4,2021,Texas
ORD-11019,East,Home Office,Standard Class,Furniture,Tables,576.53,8,0.2,-11.81,2025,Texas
ORD-11020,Central,Consumer,First Class,Furniture,Chairs,1698.33,6,0.0,-8.42,2019,Washington
ORD-11021,East,Consumer,Same Day,Office Supplies,Storage,97.38,1,0.0,32.82,2023,Florida
ORD-11022,South,Consumer,Standard Class,Furniture,Bookcases,1387.43,9,0.1,267.46,2020,Texas
ORD-11023,Central,Consumer,Second Class,Furniture,Bookcases,1162.23,1,0.3,54.06,2021,Washington
ORD-11024,South,Consumer,Second Class,Office Supplies,Binders,274.92,6,0.1,28.18,2025,Illinois
ORD-11025,East,Corporate,Same Day,Furniture,Tables,1384.5,7,0.1,-13.75,2020,Illinois
ORD-11026,South,Consumer,Standard Class,Technology,Accessories,1147.18,8,0.2,302.36,2025,Illinois
ORD-11027,East,Consumer,Second Class,Furniture,Bookcases,1702.88,7,0.3,474.8,2019,Washington
ORD-11028,Central,Consumer,Standard Class,Furniture,Bookcases,1292.75,2,0.1,377.4,2023,Washington
ORD-11029,East,Home Office,Same Day,Technology,Accessories,1044.91,1,0.0,32.62,2021,New York
ORD-11030,Central,Corporate,First Class,Technology,Machines,1237.51,8,0.2,-71.6,2021,California
ORD-11031,South,Home Office,First Class,Office Supplies,Art,1678.93,9,0.2,26.02,2019,California
ORD-11032,East,Consumer,Standard Class,Technology,Copiers,1692.69,4,0.0,41.92,2024,New York
ORD-11033,West,Corporate,First Class,Technology,Accessories,1395.76,7,0.3,74.11,2025,California
ORD-11034,East,Home Office,First Class,Furniture,Chairs,746.17,6,0.1,-50.31,2024,Texas
ORD-11035,East,Corporate,Same Day,Office Supplies,Binders,1286.75,3,0.1,107.21,2023,Texas
ORD-11036,South,Corporate,Same Day,Office Supplies,Art,854.68,1,0.2,92.48,2021,California
ORD-11037,Central,Home Office,Same Day,Office Supplies,Paper,193.4,6,0.0,60.26,2024,Florida
ORD-11038,East,Corporate,Standard Class,Furniture,Furnishings,1477.19,8,0.2,160.31,2022,Florida
ORD-11039,South,Consumer,First Class,Furniture,Tables,1844.41,4,0.0,185.55,2022,Washington
ORD-11040,West,Corporate,Same Day,Furniture,Tables,1501.78,6,0.0,445.69,2025,Illinois
ORD-11041,South,Corporate,First Class,Technology,Copiers,1432.38,9,0.2,259.43,2021,California
ORD-11042,East,Consumer,Second Class,Furniture,Bookcases,690.72,6,0.0,197.59,2021,Texas
ORD-11043,West,Corporate,Same Day,Technology,Phones,1610.54,3,0.0,214.52,2022,California
ORD-11044,East,Consumer,Standard Class,Technology,Machines,601.39,7,0.2,170.55,2019,New York
ORD-11045,South,Consumer,First Class,Technology,Phones,454.25,4,0.1,87.91,2022,Washington
ORD-11046,Central,Consumer,Standard Class,Office Supplies,Storage,1368.22,7,0.1,29.02,2020,Illinois
ORD-11047,West,Consumer,First Class,Technology,Machines,774.84,2,0.3,216.94,2019,New York
ORD-11048,East,Home Office,Standard Class,Office Supplies,Binders,929.81,5,0.2,13.08,2021,New York
ORD-11049,West,Consumer,First Class,Technology,Machines,1907.41,2,0.2,423.2,2024,Florida
ORD-11050,South,Corporate,First Class,Technology,Copiers,685.17,9,0.3,-39.21,2022,Washington
ORD-11051,West,Consumer,Second Class,Office Supplies,Binders,333.41,1,0.2,57.53,2024,California
ORD-11052,Central,Consumer,Same Day,Office Supplies,Storage,890.23,3,0.2,97.13,2021,Washington
ORD-11053,Central,Home Office,Same Day,Office Supplies,Storage,1827.32,9,0.1,348.27,2021,New York
ORD-11054,Central,Home Office,First Class,Furniture,Tables,1150.56,7,0.0,227.41,2020,Texas
ORD-11055,West,Corporate,Second Class,Furniture,Furnishings,1261.97,6,0.3,426.44,2022,California
ORD-11056,East,Corporate,First Class,Technology,Accessories,1681.63,7,0.0,80.63,2024,Illinois
ORD-11057,West,Corporate,First Class,Office Supplies,Art,786.36,4,0.0,-62.79,2020,California
ORD-11058,West,Home Office,Standard Class,Technology,Copiers,998.43,3,0.3,72.59,2024,California
ORD-11059,South,Home Office,Standard Class,Furniture,Bookcases,1607.25,4,0.0,194.12,2024,California
ORD-11060,Central,Consumer,First Class,Technology,Phones,1772.15,1,0.2,446.16,2022,California
ORD-11061,Central,Home Office,Same Day,Technology,Phones,278.1,9,0.2,21.59,2024,New York
ORD-11062,East,Corporate,First Class,Technology,Copiers,117.61,1,0.0,1.19,2023,New York
ORD-11063,West,Home Office,First Class,Furniture,Furnishings,233.99,7,0.3,78.94,2019,Florida
ORD-11064,South,Corporate,Same Day,Technology,Phones,229.48,5,0.2,-13.13,2023,Illinois
ORD-11065,East,Corporate,First Class,Technology,Accessories,901.31,3,0.2,52.38,2025,Texas
ORD-11066,East,Corporate,Same Day,Office Supplies,Binders,434.88,1,0.0,133.5,2024,Texas
ORD-11067,Central,Home Office,Same Day,Technology,Copiers,572.17,4,0.2,-40.93,2024,New York
ORD-11068,West,Home Office,Same Day,Office Supplies,Storage,1829.25,7,0.1,17.98,2023,Florida
ORD-11069,West,Consumer,Second Class,Technology,Machines,1797.84,5,0.2,42.61,2021,Texas
ORD-11070,West,Home Office,First Class,Furniture,Bookcases,187.09,5,0.1,-17.12,2023,California
ORD-11071,Central,Home Office,First Class,Furniture,Chairs,1519.79,6,0.2,268.96,2022,Texas
ORD-11072,East,Corporate,Second Class,Furniture,Bookcases,1681.16,6,0.3,466.32,2023,Florida
ORD-11073,Central,Home Office,Standard Class,Technology,Accessories,1128.51,2,0.1,205.76,2020,Florida
ORD-11074,Central,Consumer,Second Class,Furniture,Tables,620.92,1,0.1,-33.61,2025,New York
ORD-11075,South,Corporate,Same Day,Office Supplies,Binders,1352.25,1,0.0,107.46,2025,Texas
ORD-11076,Central,Corporate,Standard Class,Office Supplies,Storage,558.57,5,0.1,69.29,2019,Florida
ORD-11077,Central,Corporate,First Class,Technology,Accessories,442.86,4,0.0,110.47,2022,Texas
ORD-11078,Central,Corporate,Same Day,Technology,Accessories,1591.91,9,0.2,450.43,2025,Washington
ORD-11079,West,Corporate,First Class,Office Supplies,Storage,1946.63,1,0.0,40.34,2021,Florida
ORD-11080,Central,Corporate,Standard Class,Furniture,Tables,1615.47,3,0.0,471.05,2021,California
ORD-11081,South,Consumer,Standard Class,Furniture,Furnishings,1825.04,1,0.2,93.7,2024,Florida
ORD-11082,East,Consumer,Same Day,Technology,Copiers,262.8,4,0.1,20.64,2019,Texas
ORD-11083,West,Home Office,Second Class,Technology,Copiers,680.07,1,0.3,106.63,2019,Texas
ORD-11084,South,Home Office,Second Class,Office Supplies,Binders,675.79,9,0.1,101.25,2025,Texas
ORD-11085,South,Consumer,Same Day,Furniture,Chairs,641.29,1,0.3,-2.43,2022,New York
ORD-11086,South,Corporate,Standard Class,Furniture,Bookcases,1464.76,4,0.1,422.15,2024,Texas
ORD-11087,West,Home Office,Standard Class,Technology,Machines,1812.54,4,0.1,-25.42,2022,New York
ORD-11088,South,Home Office,Second Class,Office Supplies,Paper,1530.73,9,0.3,504.34,2021,California
ORD-11089,South,Corporate,First Class,Office Supplies,Art,1489.77,5,0.1,185.97,2020,California
ORD-11090,Central,Corporate,Standard Class,Office Supplies,Paper,675.41,2,0.2,27.52,2020,Illinois
ORD-11091,West,Consumer,First Class,Furniture,Bookcases,1970.2,4,0.0,102.77,2020,California
ORD-11092,East,Corporate,Standard Class,Furniture,Furnishings,482.55,9,0.3,83.89,2022,Washington
ORD-11093,West,Corporate,Standard Class,Furniture,Bookcases,804.57,9,0.0,114.68,2020,Illinois
ORD-11094,Central,Home Office,Same Day,Technology,Accessories,760.4,1,0.0,-68.44,2021,California
ORD-11095,South,Home Office,Same Day,Technology,Copiers,1350.96,4,0.3,409.4,2021,Texas
ORD-11096,Central,Consumer,Standard Class,Office Supplies,Art,269.87,5,0.2,-11.61,2019,Washington
ORD-11097,Central,Consumer,Same Day,Technology,Accessories,123.49,3,0.1,11.89,2022,Texas
ORD-11098,East,Consumer,First Class,Office Supplies,Art,495.82,7,0.3,153.4,2021,Illinois
ORD-11099,East,Corporate,Same Day,Furniture,Bookcases,33.44,9,0.2,-2.31,2022,California
ORD-11100,West,Corporate,Second Class,Technology,Phones,1873.53,6,0.0,398.76,2019,Washington
ORD-11101,West,Consumer,Standard Class,Furniture,Chairs,1384.22,6,0.2,115.35,2020,Illinois
ORD-11102,Central,Corporate,Same Day,Office Supplies,Paper,881.76,1,0.2,97.36,2022,Illinois
ORD-11103,West,Home Office,Same Day,Furniture,Furnishings,1468.58,4,0.1,225.09,2023,Texas
ORD-11104,Central,Consumer,Second Class,Furniture,Tables,1612.52,2,0.2,19.58,2021,California
ORD-11105,Central,Consumer,First Class,Office Supplies,Storage,269.09,6,0.2,36.68,2019,Illinois
ORD-11106,West,Corporate,Second Class,Furniture,Furnishings,211.9,5,0.2,65.51,2021,California
ORD-11107,Central,Consumer,First Class,Office Supplies,Paper,1327.57,2,0.0,138.02,2023,Illinois
ORD-11108,South,Corporate,Second Class,Furniture,Bookcases,1828.15,4,0.2,575.24,2020,Florida
ORD-11109,East,Consumer,Same Day,Furniture,Furnishings,1722.51,8,0.0,588.17,2024,New York
ORD-11110,South,Consumer,Same Day,Office Supplies,Art,63.53,3,0.2,10.7,2019,Florida
ORD-11111,East,Corporate,First Class,Office Supplies,Paper,233.77,7,0.0,38.58,2025,California
ORD-11112,Central,Home Office,Second Class,Furniture,Chairs,72.36,8,0.0,-6.42,2020,New York
ORD-11113,South,Consumer,Standard Class,Technology,Phones,893.72,5,0.1,86.36,2023,Florida
ORD-11114,East,Home Office,Second Class,Office Supplies,Storage,1913.14,6,0.1,-12.44,2019,Washington
ORD-11115,Central,Home Office,Same Day,Office Supplies,Storage,266.9,1,0.3,65.1,2025,New York
ORD-11116,West,Home Office,Second Class,Technology,Copiers,963.97,2,0.1,-83.74,2022,New York
ORD-11117,South,Consumer,Second Class,Technology,Phones,1498.55,4,0.2,-25.34,2023,Washington
ORD-11118,South,Home Office,First Class,Furniture,Bookcases,1351.59,8,0.3,204.6,2024,Washington
ORD-11119,South,Home Office,Standard Class,Office Supplies,Binders,1610.09,2,0.0,174.06,2020,Illinois
ORD-11120,Central,Home Office,Second Class,Furniture,Tables,1646.72,7,0.1,552.69,2022,Texas
ORD-11121,East,Corporate,First Class,Furniture,Tables,1925.36,4,0.0,231.75,2021,California
ORD-11122,East,Corporate,Standard Class,Furniture,Chairs,122.34,9,0.0,32.51,2023,Florida
ORD-11123,Central,Consumer,Standard Class,Office Supplies,Art,905.72,1,0.1,92.36,2022,Washington
ORD-11124,Central,Home Office,Same Day,Furniture,Bookcases,1085.51,2,0.1,34.95,2021,New York
ORD-11125,West,Home Office,Same Day,Office Supplies,Binders,357.94,3,0.2,101.53,2024,Florida
ORD-11126,Central,Home Office,Same Day,Furniture,Chairs,951.34,7,0.0,-56.76,2021,California
ORD-11127,East,Corporate,Second Class,Technology,Machines,1187.66,8,0.3,392.61,2025,Illinois
ORD-11128,East,Corporate,First Class,Furniture,Tables,725.61,4,0.1,-71.35,2022,Washington
ORD-11129,West,Home Office,Same Day,Technology,Phones,701.27,3,0.2,170.11,2021,California
ORD-11130,South,Home Office,First Class,Technology,Machines,1152.22,6,0.2,290.93,2023,Illinois
ORD-11131,South,Corporate,Standard Class,Furniture,Chairs,414.18,5,0.3,8.21,2021,Florida
ORD-11132,East,Corporate,Standard Class,Technology,Copiers,1345.13,5,0.0,261.37,2022,Washington
ORD-11133,Central,Consumer,First Class,Furniture,Tables,1970.22,1,0.3,49.87,2021,Illinois
ORD-11134,East,Consumer,First Class,Furniture,Furnishings,300.39,9,0.1,21.6,2023,California
ORD-11135,Central,Home Office,First Class,Office Supplies,Storage,1284.68,5,0.1,-70.03,2021,Washington
ORD-11136,Central,Consumer,Second Class,Technology,Phones,64.65,4,0.0,19.95,2020,Washington
ORD-11137,East,Home Office,Same Day,Furniture,Tables,1314.24,6,0.0,15.21,2023,New York
ORD-11138,South,Consumer,Same Day,Furniture,Bookcases,1532.79,9,0.1,491.13,2019,Illinois
ORD-11139,East,Consumer,First Class,Furniture,Tables,387.95,4,0.1,134.79,2019,California
ORD-11140,East,Home Office,First Class,Technology,Machines,1117.17,6,0.3,377.05,2024,Illinois
ORD-11141,Central,Corporate,First Class,Furniture,Chairs,733.12,8,0.0,231.17,2025,Texas
ORD-11142,South,Home Office,Standard Class,Technology,Phones,314.06,9,0.0,99.08,2023,New York
ORD-11143,South,Consumer,First Class,Office Supplies,Storage,330.39,6,0.2,46.86,2022,Illinois
ORD-11144,East,Home Office,Standard Class,Technology,Phones,1277.61,7,0.2,-117.39,2023,California
ORD-11145,South,Consumer,Same Day,Office Supplies,Storage,369.75,4,0.0,41.35,2022,Illinois
ORD-11146,South,Home Office,Second Class,Office Supplies,Paper,1721.48,8,0.2,87.62,2025,Florida
ORD-11147,West,Home Office,Second Class,Furniture,Furnishings,1939.34,1,0.0,-48.14,2025,Florida
ORD-11148,East,Consumer,Same Day,Technology,Copiers,1659.86,5,0.3,504.33,2022,New York
ORD-11149,Central,Consumer,Same Day,Technology,Copiers,176.79,4,0.0,7.35,2019,Washington
ORD-11150,Central,Consumer,Second Class,Office Supplies,Art,413.33,3,0.1,-28.34,2022,Illinois
ORD-11151,South,Home Office,Standard Class,Furniture,Furnishings,447.29,2,0.2,18.21,2019,Texas
ORD-11152,West,Home Office,Standard Class,Furniture,Chairs,1035.89,3,0.2,-35.98,2021,Illinois
ORD-11153,Central,Home Office,Second Class,Technology,Copiers,1068.7,9,0.0,143.46,2023,Texas
ORD-11154,Central,Consumer,Same Day,Technology,Accessories,326.28,9,0.3,59.97,2019,Texas
ORD-11155,Central,Corporate,Second Class,Furniture,Bookcases,672.02,5,0.0,105.67,2024,Florida
ORD-11156,Central,Consumer,First Class,Office Supplies,Storage,1032.73,5,0.0,359.6,2021,Texas
ORD-11157,Central,Corporate,Second Class,Office Supplies,Art,568.51,7,0.3,118.84,2023,California
ORD-11158,Central,Corporate,First Class,Office Supplies,Art,1957.32,3,0.2,293.73,2025,New York
ORD-11159,East,Consumer,Second Class,Technology,Accessories,1657.77,5,0.3,31.94,2023,California
ORD-11160,West,Corporate,Second Class,Office Supplies,Art,1309.33,3,0.1,3.27,2019,Illinois
ORD-11161,Central,Home Office,Standard Class,Technology,Accessories,328.39,2,0.2,111.06,2022,New York
ORD-11162,Central,Corporate,Second Class,Office Supplies,Paper,45.89,7,0.2,-4.06,2025,Florida
ORD-11163,Central,Consumer,Same Day,Technology,Accessories,87.84,7,0.3,10.97,2021,Illinois
ORD-11164,Central,Corporate,Second Class,Technology,Machines,1997.82,1,0.1,417.46,2025,Illinois
ORD-11165,Central,Corporate,Second Class,Technology,Accessories,1057.04,8,0.0,19.78,2019,Texas
ORD-11166,South,Consumer,Second Class,Technology,Copiers,1187.15,4,0.3,187.61,2024,Washington
ORD-11167,Central,Corporate,Second Class,Furniture,Chairs,540.01,5,0.0,126.81,2021,Illinois
ORD-11168,South,Home Office,Standard Class,Office Supplies,Art,593.21,5,0.2,178.02,2022,Illinois
ORD-11169,Central,Consumer,Second Class,Furniture,Furnishings,1001.52,1,0.3,239.51,2022,Florida
ORD-11170,Central,Consumer,First Class,Technology,Phones,1338.12,8,0.3,262.0,2020,Florida
ORD-11171,East,Consumer,First Class,Furniture,Bookcases,971.73,2,0.0,-44.36,2022,New York
ORD-11172,South,Consumer,Same Day,Technology,Accessories,875.05,2,0.0,115.9,2022,New York
ORD-11173,South,Corporate,Standard Class,Furniture,Bookcases,1864.5,3,0.1,441.08,2024,Florida
ORD-11174,East,Corporate,Same Day,Technology,Accessories,1712.14,4,0.1,81.16,2025,Washington
ORD-11175,West,Consumer,Standard Class,Furniture,Tables,1055.85,9,0.3,-27.48,2023,Illinois
ORD-11176,West,Corporate,Same Day,Furniture,Tables,1085.37,5,0.2,20.04,2025,Washington
ORD-11177,South,Home Office,Second Class,Furniture,Furnishings,1947.91,9,0.1,482.68,2024,Florida
ORD-11178,East,Corporate,First Class,Office Supplies,Binders,1324.53,3,0.2,148.73,2025,Illinois
ORD-11179,South,Corporate,Same Day,Technology,Machines,696.22,1,0.3,-25.56,2025,Texas
ORD-11180,South,Home Office,Second Class,Furniture,Tables,963.71,3,0.3,15.63,2024,Washington
ORD-11181,East,Home Office,Same Day,Office Supplies,Paper,1540.36,8,0.1,-68.84,2025,New York
ORD-11182,Central,Home Office,Same Day,Office Supplies,Paper,1248.17,1,0.3,-76.26,2021,Illinois
ORD-11183,West,Home Office,Same Day,Office Supplies,Paper,271.82,8,0.2,80.28,2023,Illinois
ORD-11184,West,Corporate,Second Class,Office Supplies,Art,538.98,3,0.3,105.07,2025,Illinois
ORD-11185,East,Consumer,Same Day,Technology,Machines,1016.08,5,0.3,319.14,2023,Texas
ORD-11186,West,Corporate,Second Class,Office Supplies,Binders,1755.06,4,0.1,-29.07,2019,Illinois
ORD-11187,South,Corporate,Second Class,Office Supplies,Binders,1060.65,7,0.0,223.18,2025,Illinois
ORD-11188,West,Corporate,Same Day,Technology,Copiers,1157.1,9,0.1,147.63,2024,Washington
ORD-11189,East,Home Office,Second Class,Office Supplies,Storage,1396.55,8,0.2,144.43,2021,Illinois
ORD-11190,East,Consumer,Second Class,Technology,Accessories,28.63,1,0.0,2.84,2025,Florida
ORD-11191,South,Corporate,Second Class,Office Supplies,Art,1455.24,9,0.2,115.98,2021,Florida
ORD-11192,Central,Consumer,First Class,Technology,Machines,297.29,9,0.3,47.67,2022,California
ORD-11193,South,Home Office,Second Class,Office Supplies,Binders,690.28,4,0.3,43.9,2024,Illinois
ORD-11194,West,Corporate,Second Class,Furniture,Tables,1973.1,2,0.2,492.54,2024,California
ORD-11195,South,Consumer,First Class,Furniture,Chairs,1661.78,1,0.0,260.71,2021,Illinois
ORD-11196,West,Consumer,First Class,Furniture,Furnishings,1014.5,1,0.1,169.55,2024,Florida
ORD-11197,West,Corporate,Second Class,Technology,Machines,853.34,7,0.1,-44.13,2022,Illinois
ORD-11198,West,Corporate,First Class,Furniture,Tables,1516.47,4,0.3,-73.48,2023,New York
ORD-11199,East,Home Office,Same Day,Office Supplies,Binders,1863.0,4,0.0,43.86,2020,Washington
ORD-11200,West,Home Office,Second Class,Furniture,Chairs,658.91,6,0.0,-2.36,2022,New York
ORD-11201,East,Consumer,First Class,Furniture,Bookcases,43.06,9,0.0,8.51,2024,Washington
ORD-11202,South,Consumer,Standard Class,Technology,Copiers,250.56,1,0.1,-16.08,2022,Florida
ORD-11203,West,Home Office,First Class,Office Supplies,Binders,1294.67,9,0.0,321.26,2022,Florida
ORD-11204,East,Consumer,First Class,Technology,Accessories,1674.73,2,0.0,275.43,2023,Florida
ORD-11205,South,Consumer,Same Day,Technology,Machines,606.21,5,0.0,155.1,2020,Illinois
ORD-11206,West,Consumer,Same Day,Office Supplies,Storage,516.58,1,0.0,146.43,2019,California
ORD-11207,East,Consumer,First Class,Furniture,Bookcases,254.34,1,0.1,80.72,2019,California
ORD-11208,Central,Home Office,Second Class,Furniture,Tables,167.01,6,0.0,28.29,2021,New York
ORD-11209,East,Corporate,Same Day,Technology,Machines,980.28,4,0.2,130.32,2024,Washington
ORD-11210,West,Home Office,Standard Class,Technology,Machines,862.6,2,0.3,189.42,2023,Florida
ORD-11211,South,Corporate,Standard Class,Office Supplies,Binders,795.71,6,0.0,171.94,2024,Illinois
ORD-11212,East,Corporate,Same Day,Office Supplies,Paper,528.53,9,0.2,63.65,2022,Texas
ORD-11213,West,Home Office,First Class,Office Supplies,Art,1641.83,7,0.2,-134.05,2019,Illinois
ORD-11214,East,Home Office,Same Day,Office Supplies,Art,472.14,7,0.2,148.78,2025,Washington
ORD-11215,Central,Consumer,Standard Class,Office Supplies,Paper,1019.96,9,0.2,304.93,2021,Washington
ORD-11216,Central,Home Office,Standard Class,Technology,Machines,1675.44,2,0.3,226.97,2019,Illinois
ORD-11217,West,Consumer,Standard Class,Technology,Accessories,950.29,2,0.2,227.81,2019,Illinois
ORD-11218,South,Corporate,Standard Class,Office Supplies,Binders,1608.87,3,0.0,113.42,2024,Texas
ORD-11219,West,Corporate,Same Day,Technology,Phones,1746.77,9,0.2,465.4,2024,Florida
ORD-11220,South,Consumer,Standard Class,Technology,Copiers,266.98,7,0.1,15.46,2019,Washington
ORD-11221,Central,Home Office,First Class,Furniture,Chairs,1440.46,7,0.1,198.06,2019,New York
ORD-11222,West,Consumer,Second Class,Office Supplies,Art,1972.26,8,0.2,567.95,2024,California
ORD-11223,South,Home Office,Second Class,Technology,Phones,1922.59,6,0.0,429.95,2025,Florida
ORD-11224,West,Consumer,First Class,Furniture,Chairs,1079.54,7,0.1,22.51,2020,Texas
ORD-11225,South,Corporate,First Class,Furniture,Bookcases,1242.36,5,0.1,161.71,2025,Washington
ORD-11226,South,Corporate,Second Class,Furniture,Chairs,830.21,2,0.2,120.02,2022,California
ORD-11227,East,Corporate,Standard Class,Furniture,Furnishings,269.75,5,0.0,53.08,2024,Texas
ORD-11228,West,Consumer,First Class,Office Supplies,Storage,680.35,1,0.3,83.99,2021,California
ORD-11229,Central,Consumer,Standard Class,Furniture,Chairs,546.47,5,0.3,-46.81,2022,New York
ORD-11230,East,Consumer,First Class,Furniture,Tables,1188.82,8,0.0,-115.79,2019,Washington
ORD-11231,East,Consumer,Standard Class,Office Supplies,Binders,1350.45,9,0.1,467.66,2023,California
ORD-11232,South,Consumer,Second Class,Furniture,Furnishings,1809.88,4,0.2,579.59,2024,New York
ORD-11233,Central,Corporate,Same Day,Office Supplies,Art,323.02,1,0.1,105.15,2024,New York
ORD-11234,Central,Corporate,Standard Class,Furniture,Chairs,340.7,3,0.1,108.02,2020,California
ORD-11235,West,Home Office,First Class,Furniture,Chairs,27.46,3,0.3,4.63,2024,Washington
ORD-11236,South,Corporate,First Class,Furniture,Furnishings,204.2,3,0.3,28.48,2021,New York
ORD-11237,Central,Home Office,Same Day,Technology,Accessories,907.77,9,0.0,103.64,2021,Texas
ORD-11238,East,Corporate,First Class,Technology,Machines,57.38,5,0.3,2.91,2025,Washington
ORD-11239,Central,Home Office,First Class,Furniture,Tables,1831.47,5,0.0,257.27,2025,Florida
ORD-11240,East,Corporate,Same Day,Furniture,Bookcases,1618.24,4,0.1,-38.71,2025,Illinois
ORD-11241,Central,Home Office,Same Day,Technology,Copiers,1381.03,8,0.3,337.52,2023,Illinois
ORD-11242,South,Home Office,Second Class,Office Supplies,Paper,454.85,8,0.0,109.75,2023,California
ORD-11243,West,Consumer,Same Day,Furniture,Bookcases,1993.41,4,0.1,541.0,2020,California
ORD-11244,West,Consumer,Standard Class,Furniture,Tables,1226.42,8,0.1,223.11,2024,Texas
ORD-11245,West,Corporate,First Class,Furniture,Chairs,900.71,6,0.0,165.25,2022,Florida
ORD-11246,South,Consumer,Second Class,Furniture,Furnishings,1586.57,5,0.2,84.56,2020,Texas
ORD-11247,South,Home Office,Standard Class,Office Supplies,Binders,806.54,4,0.3,45.5,2019,Texas
ORD-11248,Central,Corporate,First Class,Furniture,Bookcases,1613.94,1,0.3,309.62,2024,Texas
ORD-11249,Central,Home Office,Second Class,Furniture,Tables,935.48,6,0.0,317.89,2024,Washington
ORD-11250,South,Consumer,Standard Class,Technology,Copiers,766.68,1,0.2,106.23,2023,Illinois
ORD-11251,East,Consumer,Same Day,Furniture,Tables,634.99,4,0.3,91.23,2021,Texas
ORD-11252,South,Home Office,Same Day,Technology,Copiers,1509.76,1,0.0,291.44,2021,Texas
ORD-11253,Central,Corporate,Same Day,Technology,Copiers,419.28,5,0.1,54.9,2020,California
ORD-11254,South,Home Office,Second Class,Office Supplies,Storage,244.68,9,0.1,53.63,2025,Texas
ORD-11255,South,Consumer,Same Day,Office Supplies,Binders,1586.88,7,0.3,457.49,2025,Texas
ORD-11256,East,Home Office,First Class,Technology,Copiers,830.71,2,0.0,28.32,2019,California
ORD-11257,East,Corporate,Second Class,Technology,Accessories,113.14,7,0.3,30.07,2025,Illinois
ORD-11258,West,Home Office,Standard Class,Furniture,Tables,1997.26,7,0.0,453.66,2024,New York
ORD-11259,Central,Home Office,First Class,Office Supplies,Binders,275.49,7,0.3,21.51,2022,California
ORD-11260,Central,Corporate,Same Day,Technology,Accessories,44.94,1,0.0,-3.4,2019,Washington
ORD-11261,East,Home Office,Second Class,Furniture,Furnishings,1512.8,7,0.0,459.07,2024,Washington
ORD-11262,South,Consumer,Standard Class,Office Supplies,Binders,36.13,8,0.2,6.4,2024,California
ORD-11263,South,Home Office,First Class,Furniture,Furnishings,585.1,4,0.1,13.46,2019,California
ORD-11264,South,Corporate,Second Class,Technology,Accessories,609.04,6,0.0,129.97,2024,Washington
ORD-11265,Central,Consumer,Same Day,Office Supplies,Storage,490.28,7,0.1,55.97,2020,Texas
ORD-11266,West,Home Office,Same Day,Furniture,Tables,651.02,4,0.3,118.36,2022,Illinois
ORD-11267,West,Corporate,Standard Class,Office Supplies,Binders,1653.88,1,0.0,88.93,2022,California
ORD-11268,East,Consumer,First Class,Office Supplies,Art,532.19,3,0.0,164.54,2024,Illinois
ORD-11269,South,Home Office,First Class,Office Supplies,Binders,429.83,6,0.2,114.69,2019,California
ORD-11270,East,Consumer,Same Day,Office Supplies,Binders,1383.76,3,0.3,-38.62,2021,Washington
ORD-11271,South,Home Office,Same Day,Technology,Copiers,31.15,7,0.3,-1.72,2025,Illinois
ORD-11272,West,Home Office,First Class,Furniture,Tables,1667.34,5,0.0,204.9,2024,Illinois
